,chorus.delays,chorus.depths,chorus.n_voices,chorus.speeds,group,overdrive.colour,overdrive.gain_db,phaser.decay,phaser.delay,phaser.gain_in,phaser.speed,reverb.reverberance,reverb.room_scale,reverb.wet_gain,model,chords
3404,"[30, 54]",,2.0,,4,20.0,44,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3405,"[30, 54]",,2.0,,5,20.0,36,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3406,"[30, 54]",,2.0,,6,20.0,59,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3407,"[30, 54]",,2.0,,7,20.0,44,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3408,"[30, 54]",,2.0,,8,20.0,22,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3409,,,,,9,20.0,41,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3410,"[30, 54]",,2.0,,10,20.0,58,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3411,"[30, 54]",,2.0,,11,20.0,27,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3412,"[30, 54]",,2.0,,12,20.0,2,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3413,"[30, 54]",,2.0,,13,20.0,18,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3414,,,,,14,20.0,53,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3415,"[30, 54]",,2.0,,15,20.0,14,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3416,"[30, 54]",,2.0,,16,20.0,42,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3417,"[30, 54]",,2.0,,17,20.0,32,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3418,,,,,18,20.0,54,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3419,"[30, 54]",,2.0,,19,20.0,56,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-49109-1111-166
3420,,,,,0,20.0,12,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3421,"[30, 54]",,2.0,,1,20.0,7,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3422,"[30, 54]",,2.0,,2,20.0,5,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3423,"[30, 54]",,2.0,,3,20.0,24,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3424,"[30, 54]",,2.0,,4,20.0,14,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3425,"[30, 54]",,2.0,,5,20.0,34,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3426,,,,,6,20.0,21,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3427,,,,,7,20.0,25,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3428,,,,,8,20.0,9,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3429,"[30, 54]",,2.0,,9,20.0,0,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3430,"[30, 54]",,2.0,,10,20.0,0,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3431,"[30, 54]",,2.0,,11,20.0,3,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3432,,,,,12,20.0,53,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3433,,,,,13,20.0,47,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3434,,,,,14,20.0,15,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3435,,,,,15,20.0,22,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3436,"[30, 54]",,2.0,,16,20.0,42,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3437,,,,,17,20.0,35,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3438,"[30, 54]",,2.0,,18,20.0,36,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3439,,,,,19,20.0,39,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-58308-1111-191
3440,,,,,0,20.0,57,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3441,,,,,1,20.0,57,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3442,,,,,2,20.0,26,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3443,"[30, 54]",,2.0,,3,20.0,33,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3444,"[30, 54]",,2.0,,4,20.0,21,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3445,"[30, 54]",,2.0,,5,20.0,55,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3446,,,,,6,20.0,55,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3447,,,,,7,20.0,43,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3448,"[30, 54]",,2.0,,8,20.0,2,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3449,"[30, 54]",,2.0,,9,20.0,12,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3450,"[30, 54]",,2.0,,10,20.0,7,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3451,,,,,11,20.0,38,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3452,,,,,12,20.0,1,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3453,,,,,13,20.0,36,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3454,"[30, 54]",,2.0,,14,20.0,9,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3455,,,,,15,20.0,56,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3456,,,,,16,20.0,27,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3457,"[30, 54]",,2.0,,17,20.0,3,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3458,"[30, 54]",,2.0,,18,20.0,5,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3459,"[30, 54]",,2.0,,19,20.0,13,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-54304-1111-187
3460,,,,,0,20.0,44,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3461,"[30, 54]",,2.0,,1,20.0,2,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3462,"[30, 54]",,2.0,,2,20.0,2,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3463,,,,,3,20.0,22,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3464,,,,,4,20.0,34,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3465,"[30, 54]",,2.0,,5,20.0,15,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3466,,,,,6,20.0,11,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3467,"[30, 54]",,2.0,,7,20.0,14,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3468,,,,,8,20.0,1,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3469,,,,,9,20.0,48,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3470,"[30, 54]",,2.0,,10,20.0,12,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3471,,,,,11,20.0,50,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3472,,,,,12,20.0,48,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3473,"[30, 54]",,2.0,,13,20.0,42,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3474,,,,,14,20.0,48,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3475,"[30, 54]",,2.0,,15,20.0,42,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3476,"[30, 54]",,2.0,,16,20.0,12,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3477,,,,,17,20.0,21,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3478,"[30, 54]",,2.0,,18,20.0,1,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3479,,,,,19,20.0,31,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211
3480,,,,,0,20.0,11,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3481,"[30, 54]",,2.0,,1,20.0,2,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3482,"[30, 54]",,2.0,,2,20.0,13,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3483,,,,,3,20.0,16,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3484,,,,,4,20.0,45,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3485,"[30, 54]",,2.0,,5,20.0,51,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3486,"[30, 54]",,2.0,,6,20.0,59,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3487,"[30, 54]",,2.0,,7,20.0,60,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3488,,,,,8,20.0,51,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3489,"[30, 54]",,2.0,,9,20.0,58,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3490,,,,,10,20.0,10,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3491,"[30, 54]",,2.0,,11,20.0,3,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3492,,,,,12,20.0,44,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3493,"[30, 54]",,2.0,,13,20.0,26,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3494,"[30, 54]",,2.0,,14,20.0,13,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3495,"[30, 54]",,2.0,,15,20.0,30,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3496,,,,,16,20.0,56,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3497,,,,,17,20.0,39,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3498,,,,,18,20.0,10,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3499,,,,,19,20.0,56,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-51111-1111-168
3500,"[30, 54]",,2.0,,0,20.0,6,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3501,"[30, 54]",,2.0,,1,20.0,22,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3502,"[30, 54]",,2.0,,2,20.0,22,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3503,,,,,3,20.0,2,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3504,"[30, 54]",,2.0,,4,20.0,53,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3505,,,,,5,20.0,60,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3506,,,,,6,20.0,26,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3507,"[30, 54]",,2.0,,7,20.0,25,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3508,,,,,8,20.0,23,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3509,"[30, 54]",,2.0,,9,20.0,46,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3510,"[30, 54]",,2.0,,10,20.0,21,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3511,"[30, 54]",,2.0,,11,20.0,9,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3512,,,,,12,20.0,28,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3513,,,,,13,20.0,11,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3514,,,,,14,20.0,5,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3515,"[30, 54]",,2.0,,15,20.0,40,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3516,,,,,16,20.0,21,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3517,"[30, 54]",,2.0,,17,20.0,59,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3518,"[30, 54]",,2.0,,18,20.0,51,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3519,,,,,19,20.0,8,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-64505-1111-214
3520,,,,,0,20.0,23,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3521,"[30, 54]",,2.0,,1,20.0,54,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3522,,,,,2,20.0,55,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3523,,,,,3,20.0,17,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3524,"[30, 54]",,2.0,,4,20.0,57,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3525,,,,,5,20.0,36,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3526,,,,,6,20.0,30,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3527,"[30, 54]",,2.0,,7,20.0,25,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3528,,,,,8,20.0,14,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3529,"[30, 54]",,2.0,,9,20.0,29,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3530,"[30, 54]",,2.0,,10,20.0,44,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3531,,,,,11,20.0,52,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3532,,,,,12,20.0,4,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3533,,,,,13,20.0,54,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3534,"[30, 54]",,2.0,,14,20.0,28,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3535,"[30, 54]",,2.0,,15,20.0,36,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3536,,,,,16,20.0,28,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3537,"[30, 54]",,2.0,,17,20.0,33,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3538,,,,,18,20.0,35,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3539,"[30, 54]",,2.0,,19,20.0,27,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-47107-1111-164
3540,"[30, 54]",,2.0,,0,20.0,54,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3541,"[30, 54]",,2.0,,1,20.0,23,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3542,"[30, 54]",,2.0,,2,20.0,52,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3543,,,,,3,20.0,12,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3544,,,,,4,20.0,25,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3545,"[30, 54]",,2.0,,5,20.0,48,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3546,"[30, 54]",,2.0,,6,20.0,52,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3547,"[30, 54]",,2.0,,7,20.0,60,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3548,"[30, 54]",,2.0,,8,20.0,38,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3549,,,,,9,20.0,14,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3550,"[30, 54]",,2.0,,10,20.0,27,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3551,"[30, 54]",,2.0,,11,20.0,10,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3552,"[30, 54]",,2.0,,12,20.0,57,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3553,"[30, 54]",,2.0,,13,20.0,21,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3554,,,,,14,20.0,53,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3555,"[30, 54]",,2.0,,15,20.0,40,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3556,"[30, 54]",,2.0,,16,20.0,27,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3557,,,,,17,20.0,39,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3558,,,,,18,20.0,36,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3559,"[30, 54]",,2.0,,19,20.0,20,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-41101-1111-158
3560,,,,,0,20.0,32,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3561,"[30, 54]",,2.0,,1,20.0,17,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3562,,,,,2,20.0,54,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3563,,,,,3,20.0,54,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3564,"[30, 54]",,2.0,,4,20.0,23,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3565,,,,,5,20.0,49,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3566,,,,,6,20.0,23,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3567,,,,,7,20.0,7,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3568,"[30, 54]",,2.0,,8,20.0,43,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3569,,,,,9,20.0,35,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3570,,,,,10,20.0,9,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3571,"[30, 54]",,2.0,,11,20.0,15,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3572,"[30, 54]",,2.0,,12,20.0,30,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3573,"[30, 54]",,2.0,,13,20.0,13,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3574,,,,,14,20.0,17,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3575,,,,,15,20.0,46,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3576,,,,,16,20.0,0,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3577,,,,,17,20.0,28,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3578,"[30, 54]",,2.0,,18,20.0,60,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3579,"[30, 54]",,2.0,,19,20.0,26,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-72608-1111-230
3580,"[30, 54]",,2.0,,0,20.0,39,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3581,"[30, 54]",,2.0,,1,20.0,40,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3582,"[30, 54]",,2.0,,2,20.0,39,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3583,,,,,3,20.0,47,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3584,,,,,4,20.0,35,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3585,,,,,5,20.0,20,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3586,"[30, 54]",,2.0,,6,20.0,34,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3587,,,,,7,20.0,16,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3588,,,,,8,20.0,17,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3589,,,,,9,20.0,32,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3590,,,,,10,20.0,40,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3591,,,,,11,20.0,46,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3592,,,,,12,20.0,52,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3593,,,,,13,20.0,24,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3594,,,,,14,20.0,19,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3595,,,,,15,20.0,38,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3596,"[30, 54]",,2.0,,16,20.0,9,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3597,"[30, 54]",,2.0,,17,20.0,19,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3598,"[30, 54]",,2.0,,18,20.0,6,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
3599,"[30, 54]",,2.0,,19,20.0,11,,,,,50,100,3,Ibanez Power Strat Clean Bridge+Neck SC,G53-50300-1111-183
