,chorus.delays,chorus.depths,chorus.n_voices,chorus.speeds,group,overdrive.colour,overdrive.gain_db,phaser.decay,phaser.delay,phaser.gain_in,phaser.speed,reverb.reverberance,reverb.room_scale,reverb.wet_gain,model,chords
4074,"[30, 54]",,2.0,,14,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-62407-1111-00125_powerchords_root_62_69_74
4075,,,,,15,20.0,20.0,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-62407-1111-00125_powerchords_root_62_69_74
4076,"[30, 54]",,2.0,,16,20.0,37.0,,,,,93.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-62407-1111-00125_powerchords_root_62_69_74
4077,,,,,17,20.0,32.0,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-62407-1111-00125_powerchords_root_62_69_74
4078,"[30, 54]",,2.0,,18,,,0.4,3.0,0.8,0.5,69.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-62407-1111-00125_powerchords_root_62_69_74
4079,,,,,19,,,0.4,3.0,0.8,0.5,97.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-62407-1111-00125_powerchords_root_62_69_74
4080,"[30, 54]",,2.0,,0,20.0,66.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4081,,,,,1,20.0,40.0,0.4,3.0,0.8,0.5,93.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4082,,,,,2,,,,,,,87.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4083,,,,,3,20.0,43.0,,,,,72.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4084,,,,,4,,,,,,,61.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4085,,,,,5,20.0,42.0,,,,,88.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4086,"[30, 54]",,2.0,,6,,,,,,,79.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4087,"[30, 54]",,2.0,,7,,,0.4,3.0,0.8,0.5,94.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4088,,,,,8,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4089,,,,,9,20.0,69.0,0.4,3.0,0.8,0.5,90.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4090,,,,,10,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4091,"[30, 54]",,2.0,,11,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4092,"[30, 54]",,2.0,,12,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4093,,,,,13,20.0,29.0,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4094,"[30, 54]",,2.0,,14,20.0,30.0,0.4,3.0,0.8,0.5,77.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4095,"[30, 54]",,2.0,,15,20.0,35.0,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4096,"[30, 54]",,2.0,,16,,,,,,,64.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4097,,,,,17,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4098,"[30, 54]",,2.0,,18,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4099,"[30, 54]",,2.0,,19,20.0,49.0,,,,,68.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57212-1111-00104_powerchords_root_57_64_69
4100,,,,,0,,,0.4,3.0,0.8,0.5,81.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4101,,,,,1,,,0.4,3.0,0.8,0.5,82.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4102,"[30, 54]",,2.0,,2,20.0,33.0,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4103,"[30, 54]",,2.0,,3,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4104,"[30, 54]",,2.0,,4,20.0,30.0,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4105,"[30, 54]",,2.0,,5,20.0,31.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4106,,,,,6,20.0,26.0,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4107,"[30, 54]",,2.0,,7,20.0,32.0,0.4,3.0,0.8,0.5,71.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4108,"[30, 54]",,2.0,,8,20.0,49.0,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4109,,,,,9,20.0,59.0,0.4,3.0,0.8,0.5,63.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4110,"[30, 54]",,2.0,,10,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4111,"[30, 54]",,2.0,,11,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4112,,,,,12,20.0,36.0,0.4,3.0,0.8,0.5,81.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4113,"[30, 54]",,2.0,,13,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4114,,,,,14,20.0,51.0,0.4,3.0,0.8,0.5,93.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4115,"[30, 54]",,2.0,,15,20.0,22.0,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4116,"[30, 54]",,2.0,,16,,,,,,,96.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4117,"[30, 54]",,2.0,,17,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4118,,,,,18,,,,,,,72.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4119,"[30, 54]",,2.0,,19,20.0,58.0,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-61406-1111-00124_powerchords_root_61_68_73
4120,"[30, 54]",,2.0,,0,20.0,46.0,0.4,3.0,0.8,0.5,80.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4121,"[30, 54]",,2.0,,1,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4122,"[30, 54]",,2.0,,2,,,0.4,3.0,0.8,0.5,76.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4123,,,,,3,,,,,,,91.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4124,,,,,4,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4125,,,,,5,20.0,36.0,0.4,3.0,0.8,0.5,73.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4126,,,,,6,20.0,51.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4127,,,,,7,20.0,54.0,0.4,3.0,0.8,0.5,72.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4128,"[30, 54]",,2.0,,8,20.0,51.0,0.4,3.0,0.8,0.5,75.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4129,"[30, 54]",,2.0,,9,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4130,"[30, 54]",,2.0,,10,20.0,46.0,0.4,3.0,0.8,0.5,73.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4131,"[30, 54]",,2.0,,11,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4132,,,,,12,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4133,"[30, 54]",,2.0,,13,20.0,46.0,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4134,"[30, 54]",,2.0,,14,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4135,"[30, 54]",,2.0,,15,,,0.4,3.0,0.8,0.5,91.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4136,"[30, 54]",,2.0,,16,20.0,28.0,,,,,51.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4137,,,,,17,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4138,"[30, 54]",,2.0,,18,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4139,,,,,19,20.0,44.0,,,,,68.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-54209-1111-00101_powerchords_root_54_61_66
4140,,,,,0,20.0,63.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4141,"[30, 54]",,2.0,,1,,,,,,,52.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4142,,,,,2,20.0,26.0,0.4,3.0,0.8,0.5,61.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4143,,,,,3,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4144,,,,,4,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4145,,,,,5,20.0,49.0,,,,,64.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4146,,,,,6,20.0,64.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4147,,,,,7,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4148,"[30, 54]",,2.0,,8,20.0,49.0,,,,,93.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4149,,,,,9,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4150,"[30, 54]",,2.0,,10,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4151,"[30, 54]",,2.0,,11,20.0,63.0,0.4,3.0,0.8,0.5,58.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4152,"[30, 54]",,2.0,,12,20.0,37.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4153,"[30, 54]",,2.0,,13,,,0.4,3.0,0.8,0.5,97.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4154,,,,,14,20.0,54.0,0.4,3.0,0.8,0.5,54.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4155,,,,,15,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4156,"[30, 54]",,2.0,,16,,,,,,,58.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4157,,,,,17,,,0.4,3.0,0.8,0.5,71.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4158,"[30, 54]",,2.0,,18,20.0,63.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4159,,,,,19,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_62_69_74
4160,"[30, 54]",,2.0,,0,20.0,21.0,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4161,"[30, 54]",,2.0,,1,20.0,58.0,,,,,92.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4162,,,,,2,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4163,,,,,3,20.0,30.0,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4164,,,,,4,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4165,"[30, 54]",,2.0,,5,20.0,70.0,0.4,3.0,0.8,0.5,56.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4166,"[30, 54]",,2.0,,6,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4167,,,,,7,20.0,47.0,0.4,3.0,0.8,0.5,52.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4168,,,,,8,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4169,,,,,9,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4170,"[30, 54]",,2.0,,10,,,,,,,70.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4171,,,,,11,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4172,"[30, 54]",,2.0,,12,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4173,,,,,13,,,0.4,3.0,0.8,0.5,51.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4174,,,,,14,,,0.4,3.0,0.8,0.5,93.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4175,"[30, 54]",,2.0,,15,20.0,65.0,,,,,75.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4176,"[30, 54]",,2.0,,16,,,,,,,,,,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4177,,,,,17,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4178,,,,,18,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4179,,,,,19,20.0,60.0,0.4,3.0,0.8,0.5,65.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,G53-57307-1111-00112_powerchords_root_57_64_69
4180,"[30, 54]",,2.0,,0,20.0,31.0,0.4,3.0,0.8,0.5,56.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4181,"[30, 54]",,2.0,,1,20.0,49.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4182,"[30, 54]",,2.0,,2,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4183,"[30, 54]",,2.0,,3,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4184,,,,,4,20.0,30.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4185,,,,,5,,,,,,,98.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4186,,,,,6,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4187,"[30, 54]",,2.0,,7,20.0,62.0,,,,,85.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4188,,,,,8,20.0,62.0,,,,,55.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4189,"[30, 54]",,2.0,,9,,,0.4,3.0,0.8,0.5,61.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4190,"[30, 54]",,2.0,,10,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4191,,,,,11,20.0,47.0,,,,,56.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4192,"[30, 54]",,2.0,,12,,,,,,,63.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4193,"[30, 54]",,2.0,,13,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4194,"[30, 54]",,2.0,,14,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4195,"[30, 54]",,2.0,,15,20.0,65.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4196,,,,,16,,,0.4,3.0,0.8,0.5,88.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4197,,,,,17,20.0,24.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4198,,,,,18,,,0.4,3.0,0.8,0.5,55.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4199,,,,,19,,,,,,,78.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_48_55_60
4200,"[30, 54]",,2.0,,0,,,0.4,3.0,0.8,0.5,52.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4201,,,,,1,20.0,37.0,0.4,3.0,0.8,0.5,66.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4202,"[30, 54]",,2.0,,2,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4203,"[30, 54]",,2.0,,3,20.0,40.0,,,,,68.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4204,"[30, 54]",,2.0,,4,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4205,,,,,5,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4206,,,,,6,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4207,"[30, 54]",,2.0,,7,,,0.4,3.0,0.8,0.5,93.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4208,,,,,8,20.0,33.0,,,,,58.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4209,"[30, 54]",,2.0,,9,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4210,"[30, 54]",,2.0,,10,20.0,23.0,0.4,3.0,0.8,0.5,52.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4211,,,,,11,20.0,21.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4212,,,,,12,20.0,63.0,,,,,70.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4213,"[30, 54]",,2.0,,13,,,,,,,67.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4214,"[30, 54]",,2.0,,14,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4215,,,,,15,20.0,66.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4216,"[30, 54]",,2.0,,16,20.0,22.0,,,,,96.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4217,"[30, 54]",,2.0,,17,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4218,,,,,18,20.0,26.0,0.4,3.0,0.8,0.5,89.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4219,"[30, 54]",,2.0,,19,,,0.4,3.0,0.8,0.5,82.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_63_70_75
4220,,,,,0,20.0,54.0,,,,,82.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4221,,,,,1,,,0.4,3.0,0.8,0.5,57.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4222,,,,,2,,,0.4,3.0,0.8,0.5,91.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4223,"[30, 54]",,2.0,,3,20.0,31.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4224,"[30, 54]",,2.0,,4,20.0,70.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4225,,,,,5,20.0,32.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4226,,,,,6,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4227,,,,,7,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4228,"[30, 54]",,2.0,,8,20.0,56.0,,,,,64.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4229,"[30, 54]",,2.0,,9,20.0,33.0,,,,,95.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4230,"[30, 54]",,2.0,,10,20.0,31.0,0.4,3.0,0.8,0.5,82.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4231,"[30, 54]",,2.0,,11,20.0,47.0,,,,,73.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4232,,,,,12,,,0.4,3.0,0.8,0.5,100.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4233,,,,,13,20.0,26.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4234,"[30, 54]",,2.0,,14,20.0,36.0,0.4,3.0,0.8,0.5,92.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4235,,,,,15,20.0,26.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4236,,,,,16,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4237,"[30, 54]",,2.0,,17,,,0.4,3.0,0.8,0.5,57.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4238,"[30, 54]",,2.0,,18,20.0,33.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4239,,,,,19,20.0,24.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_49_56_61
4240,"[30, 54]",,2.0,,0,20.0,55.0,,,,,73.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4241,"[30, 54]",,2.0,,1,20.0,43.0,,,,,75.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4242,"[30, 54]",,2.0,,2,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4243,"[30, 54]",,2.0,,3,20.0,61.0,0.4,3.0,0.8,0.5,83.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4244,"[30, 54]",,2.0,,4,20.0,68.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4245,"[30, 54]",,2.0,,5,20.0,29.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4246,"[30, 54]",,2.0,,6,20.0,40.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4247,"[30, 54]",,2.0,,7,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4248,"[30, 54]",,2.0,,8,,,0.4,3.0,0.8,0.5,67.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4249,"[30, 54]",,2.0,,9,,,0.4,3.0,0.8,0.5,57.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4250,"[30, 54]",,2.0,,10,,,0.4,3.0,0.8,0.5,63.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4251,"[30, 54]",,2.0,,11,20.0,56.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4252,"[30, 54]",,2.0,,12,20.0,57.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4253,"[30, 54]",,2.0,,13,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4254,,,,,14,,,0.4,3.0,0.8,0.5,73.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4255,,,,,15,,,0.4,3.0,0.8,0.5,77.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4256,"[30, 54]",,2.0,,16,20.0,60.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4257,,,,,17,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4258,,,,,18,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4259,,,,,19,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_61_68_73
4260,,,,,0,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_64_71_76
4261,"[30, 54]",,2.0,,1,,,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_64_71_76
4262,"[30, 54]",,2.0,,2,20.0,24.0,,,,,,,,Ibanez Power Strat Clean Neck HU,pwch_64_71_76
4263,"[30, 54]",,2.0,,3,,,,,,,72.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_64_71_76
4264,"[30, 54]",,2.0,,4,20.0,22.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_64_71_76
4265,,,,,5,20.0,54.0,,,,,94.0,100.0,3.0,Ibanez Power Strat Clean Neck HU,pwch_64_71_76
4266,,,,,6,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Neck HU,pwch_64_71_76
